industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Banking,2023Q4,0.11628609119191545,,,1,
Banking,2024Q1,0.10985126745990687,,,1,
Banking,2024Q2,0.10883360522022839,,,1,
Banking,2024Q3,0.09394806693594923,,,1,
Banking,2024Q4,0.0872281776416539,,,1,
Banking,2025Q1,0.10395388144392129,,,1,
Banking,2025Q2,0.07810983637389504,,,1,
Banking,2025Q3,0.07318095892765081,,,1,
Banking,2025Q4,0.07077012473851399,,,1,
Banking,2026Q1,0.072458850931677,,,1,
