firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
MU-US,2023Q3,0.1282370385847611,,,78631.7,3674,Electronic Equipment
MU-US,2023Q4,0.13054390810884725,,,80716.05,3674,Electronic Equipment
MU-US,2024Q1,0.07677061532021766,,,105489.54,3674,Electronic Equipment
MU-US,2024Q2,0.08110165099577997,,,149572.22,3674,Electronic Equipment
MU-US,2024Q3,0.12092222835079978,,,100516.47,3674,Electronic Equipment
MU-US,2024Q4,0.10529360465116278,,,114969.234,3674,Electronic Equipment
MU-US,2025Q1,0.11045592024196259,,,99462.12,3674,Electronic Equipment
MU-US,2025Q2,0.08092114946556861,,,127559.62,3674,Electronic Equipment
MU-US,2025Q3,0.07859952676722863,,,151350.48,3674,Electronic Equipment
MU-US,2025Q4,0.05635825930987359,,,263511.9,3674,Electronic Equipment
MU-US,2026Q1,0.058085934575941314,,,451070.34,3674,Electronic Equipment
