industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Utilities,2023Q2,0.067473368629202,,,1,
Utilities,2023Q3,0.045087709353993394,,,1,
Utilities,2023Q4,0.058734376561719134,,,1,
Utilities,2024Q1,0.06192783848860899,,,1,
Utilities,2024Q2,0.04495718741139779,,,1,
Utilities,2024Q3,0.04487009427757071,,,1,
Utilities,2024Q4,0.03701591569452274,,,1,
Utilities,2025Q1,0.052717957549403706,,,1,
Utilities,2025Q2,0.02990212577502215,,,1,
Utilities,2025Q3,0.04315808606352525,,,1,
Utilities,2025Q4,0.01452212752381386,,,1,
Utilities,2026Q1,0.1218791554881605,,,1,
