industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Electronic Equipment,2023Q3,0.05311844852611387,,,1,
Electronic Equipment,2024Q1,0.03918548242199198,,,1,
Electronic Equipment,2024Q2,0.04153026628265374,,,1,
Electronic Equipment,2024Q3,0.0452967345899134,,,1,
Electronic Equipment,2024Q4,0.046314572089437164,,,1,
Electronic Equipment,2025Q1,0.049598833370019815,,,1,
Electronic Equipment,2025Q2,0.05087406015037594,,,1,
Electronic Equipment,2025Q3,0.04419415750305454,,,1,
Electronic Equipment,2025Q4,0.030672113523973334,,,1,
Electronic Equipment,2026Q1,0.02101804652252886,,,1,
Electronic Equipment,2026Q2,0.019209865902811225,,,1,
