firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
V-US,2023Q4,0.039480647112186275,,,418672.6,7389,Business Services
V-US,2024Q1,0.038260335357039606,,,437657.66,7389,Business Services
V-US,2024Q2,0.03925293851717902,,,417842.9,7389,Business Services
V-US,2024Q3,0.03594793941780944,,,466538.6,7389,Business Services
V-US,2024Q4,0.03210383204755281,,,546974.3,7389,Business Services
V-US,2025Q1,0.03119279193269288,,,577636.56,7389,Business Services
V-US,2025Q2,0.029168923981326728,,,593746.06,7389,Business Services
V-US,2025Q3,0.029431081003501926,,,591787.0,7389,Business Services
V-US,2025Q4,0.029795850168605885,,,554905.7,7389,Business Services
V-US,2026Q1,0.031355300767575554,,,523442.22,7389,Business Services
