firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
LNG-US,2023Q2,0.067473368629202,,,38088.555,4924,Utilities
LNG-US,2023Q3,0.045087709353993394,,,42238.996,4924,Utilities
LNG-US,2023Q4,0.058734376561719134,,,38139.84,4924,Utilities
LNG-US,2024Q1,0.06192783848860899,,,37360.22,4924,Utilities
LNG-US,2024Q2,0.04495718741139779,,,40368.723,4924,Utilities
LNG-US,2024Q3,0.04487009427757071,,,41281.27,4924,Utilities
LNG-US,2024Q4,0.03701591569452274,,,51736.34,4924,Utilities
LNG-US,2025Q1,0.052717957549403706,,,51753.11,4924,Utilities
LNG-US,2025Q2,0.029902125775022145,,,50079.16,4924,Utilities
LNG-US,2025Q3,0.043158086063525246,,,48364.367,4924,Utilities
LNG-US,2025Q4,0.01452212752381386,,,47224.66,4924,Utilities
LNG-US,2026Q1,0.1218791554881605,,,54045.11,4924,Utilities
