firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
NVDA-US,2023Q2,0.03221395187813744,,,713459.5,3674,Electronic Equipment
NVDA-US,2023Q3,0.03471824035343328,,,1051083.9,3674,Electronic Equipment
NVDA-US,2023Q4,0.03699053582811601,,,1135088.5,3674,Electronic Equipment
NVDA-US,2024Q1,0.03380971226712399,,,1685108.1,3674,Electronic Equipment
NVDA-US,2024Q2,0.031269079325753214,,,2223985.3,3674,Electronic Equipment
NVDA-US,2024Q3,0.029865345528455284,,,2904768.0,3674,Electronic Equipment
NVDA-US,2024Q4,0.02926035299773367,,,3571813.3,3674,Electronic Equipment
NVDA-US,2025Q1,0.03355271084337349,,,3252272.0,3674,Electronic Equipment
NVDA-US,2025Q2,0.037459401216039405,,,3168675.0,3674,Electronic Equipment
NVDA-US,2025Q3,0.026835178148576465,,,4430796.0,3674,Electronic Equipment
NVDA-US,2025Q4,0.027993442958864814,,,4743603.0,3674,Electronic Equipment
NVDA-US,2026Q1,0.031725893709557654,,,4581522.0,3674,Electronic Equipment
