industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Retail,2023Q3,0.06273884418434528,,,1,
Retail,2023Q4,0.0652217298573157,,,1,
Retail,2024Q1,0.06293922811059909,,,1,
Retail,2024Q2,0.05038847440185234,,,1,
Retail,2024Q3,0.043894561861790554,,,1,
Retail,2024Q4,0.03908989141385873,,,1,
Retail,2025Q1,0.036569498069498066,,,1,
Retail,2025Q2,0.03138026671315262,,,1,
Retail,2025Q3,0.03327506474287828,,,1,
Retail,2025Q4,0.03880757028771469,,,1,
Retail,2026Q1,0.037199314447020876,,,1,
Retail,2026Q2,0.03696783908787781,,,1,
