industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Trading,2022Q3,0.11653825787965612,,,1,
Trading,2023Q3,0.10866704871060172,,,1,
Trading,2023Q4,0.05758310662132426,,,1,
Trading,2024Q1,0.07598788443616031,,,1,
Trading,2024Q2,0.0756220393916729,,,1,
Trading,2024Q3,0.06069959705432819,,,1,
Trading,2024Q4,0.0444540297801938,,,1,
Trading,2025Q1,0.07030919703423252,,,1,
Trading,2025Q2,0.05510056799198129,,,1,
Trading,2025Q3,0.050265121447848865,,,1,
Trading,2025Q4,0.06159242930982061,,,1,
