firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
BJ-US,2023Q3,0.06273884418434528,,,9184.15,5331,Retail
BJ-US,2023Q4,0.0652217298573157,,,9195.382,5331,Retail
BJ-US,2024Q1,0.06293922811059909,,,9261.978,5331,Retail
BJ-US,2024Q2,0.05038847440185233,,,10336.4,5331,Retail
BJ-US,2024Q3,0.043894561861790554,,,11176.759,5331,Retail
BJ-US,2024Q4,0.03908989141385873,,,11843.868,5331,Retail
BJ-US,2025Q1,0.036569498069498066,,,13684.909,5331,Retail
BJ-US,2025Q2,0.03138026671315262,,,15150.293,5331,Retail
BJ-US,2025Q3,0.03327506474287828,,,14277.322,5331,Retail
BJ-US,2025Q4,0.03880757028771469,,,12043.576,5331,Retail
BJ-US,2026Q1,0.037199314447020876,,,12978.785,5331,Retail
BJ-US,2026Q2,0.03696783908787781,,,11871.565,5331,Retail
