industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Electronic Equipment,2023Q3,0.1282370385847611,,,1,
Electronic Equipment,2023Q4,0.13054390810884725,,,1,
Electronic Equipment,2024Q1,0.07677061532021766,,,1,
Electronic Equipment,2024Q2,0.08110165099577997,,,1,
Electronic Equipment,2024Q3,0.12092222835079978,,,1,
Electronic Equipment,2024Q4,0.10529360465116278,,,1,
Electronic Equipment,2025Q1,0.11045592024196259,,,1,
Electronic Equipment,2025Q2,0.08092114946556861,,,1,
Electronic Equipment,2025Q3,0.07859952676722863,,,1,
Electronic Equipment,2025Q4,0.05635825930987359,,,1,
Electronic Equipment,2026Q1,0.058085934575941314,,,1,
