firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
TXN-US,2023Q3,0.048406506704279935,,,143149.97,3674,Electronic Equipment
TXN-US,2023Q4,0.04455500177999288,,,153068.72,3674,Electronic Equipment
TXN-US,2024Q1,0.0370137207425343,,,157725.05,3674,Electronic Equipment
TXN-US,2024Q2,0.03150079936051159,,,182242.11,3674,Electronic Equipment
TXN-US,2024Q3,0.030018792344592253,,,184627.03,3674,Electronic Equipment
TXN-US,2024Q4,0.030150876645335827,,,175337.16,3674,Electronic Equipment
TXN-US,2025Q1,0.03664475035956442,,,132857.1,3674,Electronic Equipment
TXN-US,2025Q2,0.024205788671929095,,,196802.31,3674,Electronic Equipment
TXN-US,2025Q3,0.02850268285794973,,,160962.73,3674,Electronic Equipment
TXN-US,2025Q4,0.025657692917966896,,,171793.36,3674,Electronic Equipment
TXN-US,2026Q1,0.022783628530397317,,,190195.8,3674,Electronic Equipment
