firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
MSFT-US,2023Q2,0.04113245688155713,,,2472076.8,7372,Business Services
MSFT-US,2023Q3,0.04113245688155713,,,2439619.5,7372,Business Services
MSFT-US,2023Q4,0.03774694442309171,,,2900486.5,7372,Business Services
MSFT-US,2024Q1,0.03597270581637183,,,3179706.5,7372,Business Services
MSFT-US,2024Q2,0.03490589962626802,,,3340970.0,7372,Business Services
MSFT-US,2024Q3,0.035037486782658854,,,3093617.8,7372,Business Services
MSFT-US,2024Q4,0.034911829095195704,,,3090457.0,7372,Business Services
MSFT-US,2025Q1,0.03613092059212403,,,2867510.0,7372,Business Services
MSFT-US,2025Q2,0.027929332304893,,,3758042.8,7372,Business Services
MSFT-US,2025Q3,0.028034201351693513,,,3816370.0,7372,Business Services
MSFT-US,2025Q4,0.02858648309856162,,,3498197.3,7372,Business Services
MSFT-US,2026Q1,0.03576333835902923,,,3053567.3,7372,Business Services
