firm,quarter,consensus_fe,consensus_nn_predicted_fe,consensus_linear_predicted_fe,market_cap,sic_code,industry
META-US,2023Q2,0.05398073317385402,,,684307.5,7370,Business Services
META-US,2023Q3,0.05711732048075163,,,728607.0,7370,Business Services
META-US,2023Q4,0.047298274532741345,,,831623.44,7370,Business Services
META-US,2024Q1,0.041413539041609757,,,1139021.4,7370,Business Services
META-US,2024Q2,0.04645338643693587,,,1012426.25,7370,Business Services
META-US,2024Q3,0.03786681461190382,,,1260129.6,7370,Business Services
META-US,2024Q4,0.035054101809002945,,,1295465.6,7370,Business Services
META-US,2025Q1,0.04175065194048168,,,1137576.3,7370,Business Services
META-US,2025Q2,0.030153220184660913,,,1526121.8,7370,Business Services
META-US,2025Q3,0.040468399414674935,,,1556339.0,7370,Business Services
META-US,2025Q4,0.033392384604414585,,,1374444.1,7370,Business Services
META-US,2026Q1,0.02876515083832157,,,1474820.4,7370,Business Services
