industry,quarter,industry_fe,industry_nn_predicted_fe,industry_linear_predicted_fe,n_firms,industry_sentiment
Trading,2023Q2,0.0425482186127936,,,1,
Trading,2023Q3,0.03634269921695071,,,1,
Trading,2023Q4,0.03963709677419354,,,1,
Trading,2024Q1,0.03794056603773585,,,1,
Trading,2024Q2,0.04076660812067362,,,1,
Trading,2024Q3,0.03673936602546735,,,1,
Trading,2024Q4,0.036284731182795696,,,1,
Trading,2025Q1,0.035011175155864015,,,1,
Trading,2025Q2,0.0315306196488173,,,1,
Trading,2025Q3,0.033979014116403715,,,1,
Trading,2025Q4,0.030395958003368334,,,1,
Trading,2026Q1,0.030284006472705655,,,1,
